Bias,MeanAbsoluteError,RootMeanSquaredError,Rsquared
-0.11016107986405792,105.72279978470672,179.17227913683288,0.36514215118071536
-0.30995167356108094,91.67650015547076,167.6067433472244,0.4444568047937848
0.015470652784747513,86.58432031700072,160.61125783545404,0.48986300030139585
0.1198810917075228,81.91050456520642,154.5776425672476,0.5274712729010202
0.012272369243331966,79.60848004468014,151.32616028167809,0.5471411263949626
0.12130345623553086,77.34768277513433,146.22223400924088,0.5771739980524655
0.7297587182855865,75.09130823681012,142.85329789182822,0.5964332301177206
0.16545648603381607,72.79864056699009,138.49909804471244,0.6206599062194196
0.26546257370807874,70.5263079835249,134.41469978051785,0.6427038062572465
0.09004633732075443,67.08877695641581,130.14067778154907,0.6650646508841008
-0.09172103074166647,105.15427208465343,178.67175251299068,0.36868421040474353
-0.019164529944923323,91.72321603102212,167.49719563274994,0.4451827731834529
0.1515126505876404,84.64242905089462,158.0880293642973,0.5057657610626272
-0.04750019121868216,80.81315342819194,152.44772807302036,0.5404034394841128
0.03676272799800345,78.42077317994784,147.32772167652374,0.5707564256341149
-0.06619139855826531,75.99337281777763,142.8676474847561,0.5963521495993709
0.07158374104099594,73.12834281576869,137.26721693582405,0.6273779815296435
0.05372648788999538,70.03120829503607,130.7960012018644,0.6616830240820755
0.14714383529637493,66.632054022965,124.43050044773581,0.6938117274288518
-0.1336874636960088,63.491005935355226,118.76105532759551,0.721077882712918
-0.09020651625911881,105.15502221935165,178.67071409490615,0.3686915486416915
0.17086180164771186,91.52874255388159,167.14189717287684,0.44753405592493867
0.03369952363577104,85.25868274597002,158.4800879120055,0.5033113180269412
0.2121727804260225,80.67915434735548,152.23036586048417,0.5417131042177397
0.1864631988628531,78.19281739298007,146.74611850835046,0.5741387714889328
-0.023643194005946527,75.63939158023267,141.95642298193994,0.6014847438731421
-0.02973786566367891,72.8582511651488,136.17407034862234,0.63328920462205
0.02267405584676185,69.94484235426242,130.6600194808173,0.662386119127373
0.09443648857413607,66.68023483231775,124.8974539744286,0.6915093342460242
0.30739631522196226,62.695353100597984,116.52496861105196,0.7314823447370726
-0.05950249803522953,105.13890253712695,178.6717039461996,0.3686845536148755
-0.00305084795631606,91.66565761840589,167.2472915858111,0.4468371010282046
-0.06231028184447241,85.22700238271332,158.10710221902602,0.5056464980606619
0.11191231097803746,80.83137434967202,152.30839265078473,0.5412431872009464
0.032934563103766336,77.98417213039806,146.63086866941228,0.5748074251524109
0.02478615177205045,75.5338230115176,141.45787482217224,0.6042789840345317
0.0870344138619402,72.92359000406667,136.79144313055724,0.6299565514628007
0.056197758542635555,69.70796225882312,130.39363436101834,0.6637613467747923
0.14256834164088605,66.38752815336088,123.95331464285718,0.6961556629811723
0.25241763701024855,62.133528978860056,115.44680266417191,0.7364283617565186
0.06878206188590331,104.90496802978534,178.4987013657228,0.3699065302572955
-0.03171714569771927,91.59481728325242,167.180643763278,0.4472778825395516
0.0605281810916263,85.24027127800699,158.17525747518727,0.5052202040983507
-0.004149192570559691,80.86060943517487,152.23662045337758,0.5416754447556442
0.06929374703244628,78.0669268925601,146.91977227471207,0.5731302792267772
0.032236440826075,75.4555183077478,141.61887705538186,0.6033776807354942
0.011274212769426395,72.84594224124515,136.42362783589076,0.6319438782814388
0.04601083987617229,69.74205255581512,130.4095999975009,0.6636790023753107
0.16924128277282255,66.18400819513042,123.39365008960586,0.6988932582634813
0.26812027088758944,62.23264554875666,115.62276667813653,0.7356242776607986
-0.0013942978834644512,104.88799289796981,178.447717953057,0.37026641777929414
0.020011562842488752,91.5544770810673,167.13571759742288,0.44757490674610967
0.016421729931896355,85.23403039707945,158.18778486679008,0.5051418284306224
0.07353397235032003,80.78031031636533,152.21914907050308,0.5417806376358983
0.04491004609867475,77.98740266885467,146.5598758187012,0.5752190482426969
0.033277034816870485,75.44850207336204,141.44059954751916,0.6043756314897131
0.05598781792296843,72.73648866893936,136.07076817950562,0.6338453700033368
0.09872755176483371,69.75094776121519,130.4456227243094,0.6634931744501629
0.17929364549120486,66.14634727347604,123.27943969132433,0.6994503956168043
0.23945228882814468,62.206688553156695,115.4698380522288,0.736323169052072
